seq,source_file,statement_from,statement_to,date,value_date,narration,reference,direction,withdrawal,deposit,amount,closing_balance,categories,is_recurring,recurring_key
192,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ NEFT-NKGSH26105037900-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,10119.0,10119.0,12619.8,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
193,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,UPI/5133890676 89067648 UPI/513389067648/17:04:34/UPI/surajdhanotra1@ibl/,,Receipt,0.0,3617.0,3617.0,16236.8,UPI; Recurring Transaction,Yes,SURAJDHANOTRAIBL
194,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,EBANK:WIB/1504 EBANK:WIB/1504156827/Edfs,,Payment,13736.0,0.0,13736.0,2500.8,Recurring Transaction,Yes,EBANKWIB
195,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ IMPS/P2A/610519636341/VAKAS TEMPO SER/IMPSCNB9199,,Receipt,0.0,28766.0,28766.0,31266.8,Recurring Transaction,Yes,VAKAS TEMPO SER
196,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ IMPS/P2A/610519636774/VAKAS TEMPO SER/IMPSCNB9199,,Receipt,0.0,25486.0,25486.0,56752.8,Recurring Transaction,Yes,VAKAS TEMPO SER
197,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,EBANK:WIB/1504 EBANK:WIB/1504160264/Edfs,,Payment,54252.8,0.0,54252.8,2500.0,Recurring Transaction,Yes,EBANKWIB
198,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ NEFT-IN42610557385883-VINAYAK OIL INDUSTRIES,,Receipt,0.0,44496.0,44496.0,46996.0,Recurring Transaction,Yes,VINAYAK OIL INDUSTRIES
199,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,EBANK:WIB/1504 EBANK:WIB/1504165308/Edfs,,Payment,44496.0,0.0,44496.0,2500.0,Recurring Transaction,Yes,EBANKWIB
200,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,"DIGITA-MUMBAI/ NEFT-YESAP61062741163-PhonePe Limited ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 2,37,908.80 4,69,664.80 2,42,256.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the",,Receipt,0.0,239756.0,239756.0,242256.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
201,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,DIGITA-MUMBAI/ NEFT-AXNPN10621015464-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,74560.78,74560.78,316816.78,Recurring Transaction,Yes,PHONEPE LIMITED
202,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,DIGITA-MUMBAI/ NEFT-AXISCN1312951656-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,1700.0,1700.0,318516.78,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
203,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,DIGITA-MUMBAI/ NEFT-AXISCN1312996692-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,250421.0,250421.0,568937.78,High Transaction; Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
204,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,DIGITA-MUMBAI/ IMPS/P2A/610649287711/KAVITA ENTERPRI/Diesel paym,,Receipt,0.0,66021.0,66021.0,634958.78,Other,No,KAVITA ENTERPRI
205,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,RTGS-UBINR2202 RTGS-UBINR22026041601283543-SAPNA BUILDING MATERIA,,Receipt,0.0,200000.0,200000.0,834958.78,High Transaction,No,UBINR RTGS
206,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,DIGITA-MUMBAI/ https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026 NEFT-NKGSH26106053406-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,2407.0,2407.0,837365.78,Recurring Transaction,Yes,CBDRPTBANKOFBARODACOIN
207,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,DIGITA-MUMBAI/ IMPS/P2A/610615582026/SHREE GANESH EN/dieselVVS91,,Receipt,0.0,63308.0,63308.0,900673.78,Recurring Transaction,Yes,SHREE GANESH EN
208,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,EBANK:WIB/1504 EBANK:WIB/1504268202/Edfs,,Payment,898173.78,0.0,898173.78,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
209,502 input.pdf,2026-04-01,2026-04-30,2026-04-16,2026-04-16,DIGITA-MUMBAI/ NEFT-HDFCH00937546897-KUNDAN QUARRY,,Receipt,0.0,6250.0,6250.0,8750.0,Recurring Transaction,Yes,KUNDAN QUARRY
210,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,DIGITA-MUMBAI/ NEFT-YESAP61072570192-PhonePe Limited,,Receipt,0.0,249326.76,249326.76,258076.76,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
211,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,DIGITA-MUMBAI/ NEFT-AXNPN10729450166-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,72938.0,72938.0,331014.76,Recurring Transaction,Yes,PHONEPE LIMITED
212,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,EBANK:WIB/1504 EBANK:WIB/1504347697/Edfs,,Payment,328514.76,0.0,328514.76,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
213,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,DIGITA-MUMBAI/ NEFT-AXISCN1314090244-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,25410.0,25410.0,27910.0,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
214,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,DIGITA-MUMBAI/ NEFT-AXISCN1314172091-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,33352.0,33352.0,61262.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
215,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,DIGITA-MUMBAI/ IMPS/P2A/610752978132/SAYEDTAHIRUDDIN/IMPS P2A JI,,Receipt,0.0,45220.0,45220.0,106482.0,Recurring Transaction,Yes,SAYEDTAHIRUDDIN
216,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,"DIGITA-MUMBAI/ ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 12,26,688.54 11,39,700.54 1,55,268.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of an",,Receipt,0.0,48786.0,48786.0,155268.0,Recurring Transaction,Yes,PAGE TOTAL   CR
217,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,EBANK:WIB/1504 EBANK:WIB/1504424773/Edfs,,Payment,150000.0,0.0,150000.0,5268.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
218,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,DIGITA-MUMBAI/ BOBID:1503699072,,Receipt,0.0,1000.0,1000.0,6268.0,Other,No,DIGITA-MUMBAI/ BOBID:#
219,502 input.pdf,2026-04-01,2026-04-30,2026-04-17,2026-04-17,DIGITA-MUMBAI/ NEFT-HDFCH00940845785-SUDHIR SWITCHGEARS PVT LTD,,Receipt,0.0,58304.0,58304.0,64572.0,Other,No,SUDHIR SWITCHGEARS PVT LTD
220,502 input.pdf,2026-04-01,2026-04-30,2026-04-18,2026-04-18,DIGITA-MUMBAI/ NEFT-YESAP61082703898-PhonePe Limited,,Receipt,0.0,219193.0,219193.0,283765.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
221,502 input.pdf,2026-04-01,2026-04-30,2026-04-18,2026-04-18,DIGITA-MUMBAI/ NEFT-AXNPN10838004592-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,61076.28,61076.28,344841.28,Recurring Transaction,Yes,PHONEPE LIMITED
222,502 input.pdf,2026-04-01,2026-04-30,2026-04-18,2026-04-18,DIGITA-MUMBAI/ NEFT-AXISCN1315312388-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,15702.0,15702.0,360543.28,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
223,502 input.pdf,2026-04-01,2026-04-30,2026-04-18,2026-04-18,DIGITA-MUMBAI/ NEFT-AXISCN1315357169-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,52492.0,52492.0,413035.28,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
224,502 input.pdf,2026-04-01,2026-04-30,2026-04-18,2026-04-18,UPI/1217782049 78204946 UPI/121778204946/11:06:59/UPI/sureshenterprises15,,Receipt,0.0,15000.0,15000.0,428035.28,UPI; Recurring Transaction,Yes,SURESHENTERPRISES
225,502 input.pdf,2026-04-01,2026-04-30,2026-04-18,2026-04-18,DIGITA-MUMBAI/ NEFT-IN42610859044614-SMITA STEELS ROLLING MILLS P,,Receipt,0.0,18000.0,18000.0,446035.28,Other,No,SMITA STEELS ROLLING MILLS P
226,502 input.pdf,2026-04-01,2026-04-30,2026-04-18,2026-04-18,DIGITA-MUMBAI/ NEFT-FBPT261087153653-PREMIER CONVEYORS PRIVATE LI,,Receipt,0.0,37132.0,37132.0,483167.28,EMI; Recurring Transaction,Yes,PREMIER CONVEYORS PRIVATE LI
227,502 input.pdf,2026-04-01,2026-04-30,2026-04-18,2026-04-18,EBANK:WIB/1504 EBANK:WIB/1504650433/Edfs,,Payment,480667.28,0.0,480667.28,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
228,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,DIGITA-MUMBAI/ NEFT-AXNPN10949045747-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,66511.0,66511.0,69011.0,Recurring Transaction,Yes,PHONEPE LIMITED
229,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,DIGITA-MUMBAI/ NEFT-YESAP61090338379-PhonePe Limited https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026,,Receipt,0.0,218422.0,218422.0,287433.0,High Transaction,No,PHONEPE LIMITED HTTPS
230,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,DIGITA-MUMBAI/ NEFT-AXISCN1317988876-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,2500.0,2500.0,289933.0,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
231,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,EBANK:WIB/1504 EBANK:WIB/1504657570/Edfs,,Payment,259433.0,0.0,259433.0,30500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
232,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,"DIGITA-MUMBAI/ ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 8,90,100.28 8,06,030.28 71,198.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any di",,Receipt,0.0,40698.0,40698.0,71198.0,Recurring Transaction,Yes,PAGE TOTAL   CR
233,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,SMS Charges SMS Charges for MAR 26,,Payment,0.47,0.0,0.47,71197.53,Other,No,SMS CHARGES SMS CHARGES FOR MAR
234,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,DIGITA-MUMBAI/ IMPS/P2A/610911584011/SHREE GANESH EN/diesel VVS9,,Receipt,0.0,63308.0,63308.0,134505.53,Recurring Transaction,Yes,SHREE GANESH EN
235,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,UPI/4002793229 79322988 UPI/400279322988/11:44:31/UPI/surajdhanotra1@ibl/,,Receipt,0.0,11305.0,11305.0,145810.53,UPI; Recurring Transaction,Yes,SURAJDHANOTRAIBL
236,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,UPI/6109476580 47658049 UPI/610947658049/18:07:36/UPI/akashshelar41-2@oki,,Receipt,0.0,58000.0,58000.0,203810.53,UPI; Recurring Transaction,Yes,AKASHSHELAR
237,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,UPI/7858383104 38310405 UPI/785838310405/18:17:34/UPI/slaksmanaswamy@ybl/,,Receipt,0.0,10000.0,10000.0,213810.53,UPI,No,SLAKSMANASWAMYYBL
238,502 input.pdf,2026-04-01,2026-04-30,2026-04-19,2026-04-19,EBANK:WIB/1504 EBANK:WIB/1504707135/Edfs,,Payment,211310.53,0.0,211310.53,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
239,502 input.pdf,2026-04-01,2026-04-30,2026-04-20,2026-04-20,DIGITA-MUMBAI/ NEFT-YESAP61103651332-PhonePe Limited,,Receipt,0.0,174695.6,174695.6,177195.6,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
240,502 input.pdf,2026-04-01,2026-04-30,2026-04-20,2026-04-20,DIGITA-MUMBAI/ NEFT-AXNPN11057011051-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,86876.92,86876.92,264072.52,Recurring Transaction,Yes,PHONEPE LIMITED
241,502 input.pdf,2026-04-01,2026-04-30,2026-04-20,2026-04-20,EBANK:WIB/1504 EBANK:WIB/1504717278/Edfs,,Payment,260572.52,0.0,260572.52,3500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
242,502 input.pdf,2026-04-01,2026-04-30,2026-04-20,2026-04-20,DIGITA-MUMBAI/ IMPS/P2A/611008018806/VILLAGE STONE L/Diesel paym,,Receipt,0.0,16000.0,16000.0,19500.0,Recurring Transaction,Yes,VILLAGE STONE L
243,502 input.pdf,2026-04-01,2026-04-30,2026-04-20,2026-04-20,DIGITA-MUMBAI/ NEFT-AXISCN1318671183-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,17950.0,17950.0,37450.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
244,502 input.pdf,2026-04-01,2026-04-30,2026-04-20,2026-04-20,DIGITA-MUMBAI/ NEFT-AXISCN1318760388-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,56731.0,56731.0,94181.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
245,502 input.pdf,2026-04-01,2026-04-30,2026-04-20,2026-04-20,DIGITA-MUMBAI/ NEFT-NKGSH26110097618-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,6226.78,6226.78,100407.78,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
246,502 input.pdf,2026-04-01,2026-04-30,2026-04-20,2026-04-20,UPI/6476820079 82007940 UPI/647682007940/13:39:58/UPI/patilsojwal855@okax,,Receipt,0.0,1.0,1.0,100408.78,UPI; Recurring Transaction,Yes,PATILSOJWALOKAX
