seq,source_file,statement_from,statement_to,date,value_date,narration,reference,direction,withdrawal,deposit,amount,closing_balance,categories,is_recurring,recurring_key
488,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-09-26,2024-09-26,NEFT CR-UTIB0003226-AMBIKA TRADING-HASNA NI ASSOCIATES-AXOMB27054917719,AXOMB27054917719,Receipt,0.0,27000.0,27000.0,164410.0,Recurring Transaction,Yes,AMBIKA TRADING
489,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-02,2024-10-02,CC 000463918XXXXXX8920 AUTOPAY SI-TAD,0000000613913990,Payment,4.0,0.0,4.0,164406.0,Recurring Transaction,Yes,CC XXXXXX AUTOPAY SI
490,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-04,2024-10-04,UPI SETTLEMENT -WW8951- 04/10/24,000000000000000,Receipt,0.0,31754.0,31754.0,196160.0,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
491,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-04,2024-10-04,IMPS-427813135721-SAI MILK CENTER-VVSB-X XXXXXXXXXX1891-SEP MONTH MILK PMT,0000427813135721,Payment,2552.0,0.0,2552.0,193608.0,Recurring Transaction,Yes,SAI MILK CENTER
492,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-04,2024-10-04,GANESH GAIKWAD - CHQ PAID - VASAI - MUMB NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313),0000000000000173,Payment,20932.0,0.0,20932.0,172676.0,Recurring Transaction,Yes,GANESH GAIKWAD
493,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-04,2024-10-04,UPI-THE SUNNY STUDIO-7758811176@OKBIZAXI S-UTIB0000553-427887407515-GST CHALLAN P AYMEN,0000427887407515,Payment,1.0,0.0,1.0,172675.0,UPI; Recurring Transaction,Yes,THE SUNNY STUDIO
494,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-04,2024-10-04,UPI-THE SUNNY STUDIO-7758811176@OKBIZAXI S-UTIB0000553-427887714402-UPI,0000427887714402,Payment,15000.0,0.0,15000.0,157675.0,UPI; Recurring Transaction,Yes,THE SUNNY STUDIO
495,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-04,2024-10-04,UPI-THE SUNNY STUDIO-7758811176@OKBIZAXI S-UTIB0000553-427887765762-UPI,0000427887765762,Payment,15000.0,0.0,15000.0,142675.0,UPI; Recurring Transaction,Yes,THE SUNNY STUDIO
496,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-04,2024-10-04,UPI-THE SUNNY STUDIO-7758811176@OKBIZAXI S-UTIB0000553-427887793158-UPI,0000427887793158,Payment,1753.0,0.0,1753.0,140922.0,UPI; Recurring Transaction,Yes,THE SUNNY STUDIO
497,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-04,2024-10-04,IMPS-427815161747-RAJNI DHIRAJ WAGHELA-M AHB-XXXXXXX9715-SEP MONTH SALARY,0000427815161747,Payment,3000.0,0.0,3000.0,137922.0,Salary; Recurring Transaction,Yes,RAJNI DHIRAJ WAGHELA
498,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-05,2024-10-05,SI HGAEP125C60869999855 AIRTEL -05/10/24,000000000000000,Payment,3175.38,0.0,3175.38,134746.62,Other,No,SI HGAEPC AIRTEL
499,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-05,2024-10-05,ACH D- ARKA FINCAP LTD-NP281728057628364,0000009538953538,Payment,235573.0,0.0,235573.0,-100826.38,High Transaction; Recurring Transaction,Yes,ARKA FINCAP LTD
500,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-05,2024-10-07,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : ALEX ARENA :BASSEIN CATHOLIC CO-OPERAT IVE BANK LTD,0000000000100014,Receipt,0.0,11800.0,11800.0,-89026.38,LIC; Recurring Transaction,Yes,CHQ DEP MICR
501,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-05,2024-10-05,IMPS RET 427813135721 04/10/2024,0000427813135721,Receipt,0.0,2552.0,2552.0,-86474.38,Other,No,IMPS RET
502,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-05,2024-10-05,SWEEP-IN CREDIT - 50301041757538,000000000000000,Receipt,0.0,98275.0,98275.0,11800.62,Recurring Transaction,Yes,IN CREDIT
503,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-05,2024-10-05,INT. ON SWCR ON-50301041757538,000000000000000,Receipt,0.0,64.0,64.0,11864.62,Recurring Transaction,Yes,INT ON SWCR ON
504,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-07,2024-10-07,50200059366630-TPT-AMBIKA TRADING TDS-JA LPA RAITHATHA AND CO,0000000297586539,Payment,10763.0,0.0,10763.0,1101.62,Recurring Transaction,Yes,AMBIKA TRADING TDS
505,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-07,2024-10-07,IMPS-428116112073-SAI MILK CENTER-VVSB-X XXXXXXXXXX1891-SEP MONTH MILK PMT,0000428116112073,Payment,2552.0,0.0,2552.0,-1450.38,Recurring Transaction,Yes,SAI MILK CENTER
506,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-07,2024-10-07,IMPS-428116111805-MSG C COMPUTERS-RATN-X XXXXXXXXXXX1577-INV 861 PMT TONER INK,0000428116111805,Payment,1593.0,0.0,1593.0,-3043.38,Recurring Transaction,Yes,MSG C COMPUTERS
507,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-07,2024-10-07,SWEEP-IN CREDIT - 50301041757538,000000000000000,Receipt,0.0,3044.0,3044.0,0.62,Recurring Transaction,Yes,IN CREDIT
508,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-07,2024-10-07,INT. ON SWCR ON-50301041757538,000000000000000,Receipt,0.0,2.0,2.0,2.62,Recurring Transaction,Yes,INT ON SWCR ON
509,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,UPI SETTLEMENT -WW8951- 08/10/24,000000000000000,Receipt,0.0,530.0,530.0,532.62,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
510,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,NEFT CR-BACB0000043-SHREE AGENCY-R M HAS NANI AND ASSOCIATES-R M HASNANI-N2822400 02727975,N282240002727975,Receipt,0.0,50000.0,50000.0,50532.62,Recurring Transaction,Yes,SHREE AGENCY
511,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,NEFT CR-BACB0000004-KENNETH NICHOLAS DSO NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) UZA-R M HASNANI AND ASSOCIATES-N28224000 2728486,N282240002728486,Receipt,0.0,17700.0,17700.0,68232.62,Other,No,KENNETH NICHOLAS DSO NEAR VARTAK SCHOOL 
512,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,50200057343497-TPT-LOAN TRF-EDUGUIDE OVE RSEAS STUDIES PVT LTD,0000000121409699,Payment,250000.0,0.0,250000.0,-181767.38,EMI; High Transaction; Recurring Transaction,Yes,LOAN TRF
513,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,SWEEP-IN CREDIT - 50301041757538,000000000000000,Receipt,0.0,31693.68,31693.68,-150073.7,Recurring Transaction,Yes,IN CREDIT
514,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,INT. ON SWCR ON-50301041757538,000000000000000,Receipt,0.0,26.0,26.0,-150047.7,Recurring Transaction,Yes,INT ON SWCR ON
515,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,SWEEP-IN CREDIT - 50301008068283,000000000000000,Receipt,0.0,60337.74,60337.74,-89709.96,Recurring Transaction,Yes,IN CREDIT
516,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,INT. ON SWCR ON-50301008068283,000000000000000,Receipt,0.0,450.0,450.0,-89259.96,Recurring Transaction,Yes,INT ON SWCR ON
517,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,SWEEP-IN CREDIT - 50300819860249,000000000000000,Receipt,0.0,5778.2,5778.2,-83481.76,Recurring Transaction,Yes,IN CREDIT
518,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,INT. ON SWCR ON-50300819860249,000000000000000,Receipt,0.0,57.0,57.0,-83424.76,Recurring Transaction,Yes,INT ON SWCR ON
519,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,SWEEP-IN CREDIT - 50300731025210,000000000000000,Receipt,0.0,1824.87,1824.87,-81599.89,Recurring Transaction,Yes,IN CREDIT
520,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,INT. ON SWCR ON-50300731025210,000000000000000,Receipt,0.0,18.0,18.0,-81581.89,Recurring Transaction,Yes,INT ON SWCR ON
521,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,SWEEP-IN CREDIT - 50300982174900,000000000000000,Receipt,0.0,81582.0,81582.0,0.11,Recurring Transaction,Yes,IN CREDIT
522,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-08,2024-10-08,INT. ON SWCR ON-50300982174900,000000000000000,Receipt,0.0,991.0,991.0,991.11,Recurring Transaction,Yes,INT ON SWCR ON
523,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-09,2024-10-09,NEFT CR-BARB0DBDIGA-JIGEESHA AUTO SERVIC E-R M HASNANI AND ASSOCIATE-BARBQ2428319 8713,BARBQ24283198713,Receipt,0.0,47200.0,47200.0,48191.11,Recurring Transaction,Yes,BARBDBDIGA
524,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-10,2024-10-10,IMPS-428411193220-NISHA S-HDFC-XXXXXXXXX X4569-SEP MONTH SALARY,0000428411193220,Payment,20000.0,0.0,20000.0,28191.11,Salary; Recurring Transaction,Yes,XXXXXXXXX X
525,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-10,2024-10-10,IMPS-428411193748-SNEHAL SAYANI-UTIB-XXX XXXXXXXX3599-SEP MONTH SALARY,0000428411193748,Payment,25190.0,0.0,25190.0,3001.11,Salary; Recurring Transaction,Yes,SNEHAL SAYANI
526,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-10,2024-10-10,IMPS-428411199266-KALPANA MORE-KKBK-XXXX XX0371-SEP MONTH SALARY,0000428411199266,Payment,5000.0,0.0,5000.0,-1998.89,Salary; Recurring Transaction,Yes,KALPANA MORE
527,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-10,2024-10-10,50100419010954-TPT-ATHRAV SEP SALARY-PRA KASH JAYRAM RAORANE,0000000249299790,Payment,3666.0,0.0,3666.0,-5664.89,Salary,No,ATHRAV SEP SALARY
528,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-10,2024-10-10,INT. ON SWCR ON-50300982174900,000000000000000,Receipt,0.0,25.0,25.0,-3640.89,Recurring Transaction,Yes,INT ON SWCR ON
529,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-10,2024-10-10,SWEEP-IN CREDIT - 50300982174900,000000000000000,Payment,1999.0,0.0,1999.0,-3665.89,Recurring Transaction,Yes,IN CREDIT
530,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-10,2024-10-10,INT. ON SWCR ON-50300982174900,000000000000000,Receipt,0.0,45.0,45.0,45.11,Recurring Transaction,Yes,INT ON SWCR ON
531,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-10,2024-10-10,SWEEP-IN CREDIT - 50300982174900,000000000000000,Payment,3641.0,0.0,3641.0,0.11,Recurring Transaction,Yes,IN CREDIT
532,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-14,2024-10-14,UPI-JAGDISH SURESH GHARA-JAGDISH.GHARAT1 NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) 989@OKHDFCBANK-BACB0000044-428865120917- UPI,0000428865120917,Receipt,0.0,11800.0,11800.0,11845.11,UPI,No,JAGDISH SURESH GHARA
533,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-14,2024-10-14,NEFT CR-BACB0000006-HAJIYANI ENTERPRISES -R M HASNANI AND ASSOCIATES-N28824000275 6841,N288240002756841,Receipt,0.0,20000.0,20000.0,31845.11,Recurring Transaction,Yes,HAJIYANI ENTERPRISES
534,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-15,2024-10-15,UPI SETTLEMENT -WW8951- 15/10/24,000000000000000,Receipt,0.0,10620.0,10620.0,42465.11,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
535,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-16,2024-10-16,SI HGAFP062E80127001516 VI POST-16/10/24,000000000000000,Payment,1807.76,0.0,1807.76,40657.35,Recurring Transaction,Yes,SI HGAFPE VI POST
536,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-16,2024-10-16,NEFT CR-UTIB0000019-AM INTERNATIONAL-RM HASNANI AND ASSOCIATES-AXOMB29036023782,AXOMB29036023782,Receipt,0.0,28320.0,28320.0,68977.35,Recurring Transaction,Yes,AM INTERNATIONAL
537,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-16,2024-10-16,FT - CR - 50200052497641 - HARIA AGENCY,0000000000002000,Receipt,0.0,27000.0,27000.0,95977.35,Recurring Transaction,Yes,HARIA AGENCY
538,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-17,2024-10-17,50200057343497-TPT-LOAN-EDUGUIDE OVERSEA S STUDIES PVT LTD,0000000350770582,Payment,50000.0,0.0,50000.0,45977.35,EMI; Recurring Transaction,Yes,EDUGUIDE OVERSEA S STUDIES PVT LTD
539,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-17,2024-10-17,FT - CR - 00517630000490 - VEENA CYCLE S TORES,0000000000002923,Receipt,0.0,14580.0,14580.0,60557.35,Recurring Transaction,Yes,VEENA CYCLE S TORES
540,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-18,2024-10-18,FT - CR - 50200099373161 - EXTREME PILLI NG TECH,0000000000000004,Receipt,0.0,22420.0,22420.0,82977.35,Other,No,EXTREME PILLI NG TECH
541,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-18,2024-10-18,GST/BANK REFERENCE NO: R2429258009456/CI N NO: HDFC24102700486892,0241018270046042,Payment,114737.0,0.0,114737.0,-31759.65,High Transaction; Recurring Transaction,Yes,BANK REFERENCE NO R
542,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-18,2024-10-18,SWEEP-IN CREDIT - 50300982174900,000000000000000,Receipt,0.0,31760.0,31760.0,0.35,Recurring Transaction,Yes,IN CREDIT
543,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-18,2024-10-18,INT. ON SWCR ON-50300982174900,000000000000000,Receipt,0.0,416.0,416.0,416.35,Recurring Transaction,Yes,INT ON SWCR ON
544,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-19,2024-10-19,UPI SETTLEMENT -WW8951- 19/10/24,000000000000000,Receipt,0.0,35400.0,35400.0,35816.35,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
545,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-19,2024-10-21,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : ROHIT CONSTRUCTIONS CO :INDIAN BANK,0000000000397657,Receipt,0.0,17700.0,17700.0,53516.35,Recurring Transaction,Yes,CHQ DEP MICR
546,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-19,2024-10-19,IMPS-429320014775-KASHMIRA MOHAMMED JI-I CIC-XXXXXXXX8942-FAMILY,0000429320014775,Receipt,0.0,50000.0,50000.0,103516.35,Other,No,KASHMIRA MOHAMMED JI
547,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-19,2024-10-19,NEFT CR-ICIC0SF0002-KASHMIRA MOHAMMED JI VANI-R.N.HASNAN-HS92429361465943,HS92429361465943,Receipt,0.0,50000.0,50000.0,153516.35,Other,No,KASHMIRA MOHAMMED JI VANI
548,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-21,2024-10-21,50100360987933-TPT-TRF LOAN-ZEENAT RAMZA N HASNANI,0000000220723402,Receipt,0.0,100000.0,100000.0,253516.35,EMI; High Transaction,No,TRF LOAN
549,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-21,2024-10-21,IMPS-429511135863-SNA INFOTECH PVT LTD-I CIC-XXXXXXXX9099-INV V/2358/24-25 PMT ( STORAGE SYNOLOGY) NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313),0000429511135863,Payment,100300.0,0.0,100300.0,153216.35,High Transaction; Recurring Transaction,Yes,SNA INFOTECH PVT LTD
550,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-21,2024-10-21,IMPS-429511137094-SNA INFOTECH PVT LTD-I CIC-XXXXXXXX9099-INV V/2384/24-25 PMT (S OPHOS XSTREAM PROTECTION),0000429511137094,Payment,51920.0,0.0,51920.0,101296.35,Recurring Transaction,Yes,SNA INFOTECH PVT LTD
551,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-21,2024-10-21,IMPS-429511137185-SNA INFOTECH PVT LTD-I CIC-XXXXXXXX9099-INV V/2498/24-25 PMT (I NSTALLATION CHARGES),0000429511137185,Payment,11800.0,0.0,11800.0,89496.35,Recurring Transaction,Yes,SNA INFOTECH PVT LTD
552,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-21,2024-10-21,IMPS-429511139197-SNA INFOTECH PVT LTD-I CIC-XXXXXXXX9099-INV V/2495/24-25 PMT (S SD WESTERN DIGITAL),0000429511139197,Payment,12980.0,0.0,12980.0,76516.35,Recurring Transaction,Yes,SNA INFOTECH PVT LTD
553,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-21,2024-10-21,IMPS-429511134772-SNA INFOTECH PVT LTD-I CIC-XXXXXXXX9099-INV V/2638/24-25 PMT (S SD 240GB),0000429511134772,Payment,4248.0,0.0,4248.0,72268.35,Recurring Transaction,Yes,SNA INFOTECH PVT LTD
554,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-21,2024-10-21,IMPS-429514171182-APOORVA CO OP HOUSING SOCIETY LTD-TDCB-XXXXXXXXXXX0318-SOCIETY CHARGES FLAT 19,0000429514171182,Payment,1175.0,0.0,1175.0,71093.35,Recurring Transaction,Yes,APOORVA CO OP HOUSING SOCIETY LTD
555,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-21,2024-10-21,IMPS-429514165888-APOORVA CO OP HOUSING SOCIETY LTD-TDCB-XXXXXXXXXXX0318-SOCIETY CHARGES FLAT 19A,0000429514165888,Payment,1365.0,0.0,1365.0,69728.35,Recurring Transaction,Yes,APOORVA CO OP HOUSING SOCIETY LTD
556,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-21,2024-10-21,50200079187456-TPT-PROFESSIONAL CHARGES APRIL 24 TOSEPT 24-R N A SERVICES,0000000248921985,Receipt,0.0,82600.0,82600.0,152328.35,Other,No,PROFESSIONAL CHARGES APRIL  TOSEPT
557,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-22,2024-10-23,CHQ DEP - MICR 8 CLEARING - MUMBAI CLEAR : AMIT DEVRAM PHANASE :BANK OF BARODA,0000000000000010,Receipt,0.0,106200.0,106200.0,258528.35,High Transaction; Recurring Transaction,Yes,MICR  CLEARING
558,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-22,2024-10-23,CHQ DEP - MICR 8 CLEARING - MUMBAI CLEAR : ALBERTA J DMELLO :BASSEIN CATHOLIC CO- OPERATIVE BANK LTD,0000000000100126,Receipt,0.0,10620.0,10620.0,269148.35,LIC; Recurring Transaction,Yes,MICR  CLEARING
559,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-22,2024-10-22,50100360987933-TPT-LOAN REPAY-ZEENAT RAM ZAN HASNANI,0000000126218460,Payment,50000.0,0.0,50000.0,219148.35,EMI; Recurring Transaction,Yes,LOAN REPAY
560,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-23,2024-10-23,50200057343497-TPT-LOAN-EDUGUIDE OVERSEA S STUDIES PVT LTD,0000000435209917,Payment,50000.0,0.0,50000.0,169148.35,EMI; Recurring Transaction,Yes,EDUGUIDE OVERSEA S STUDIES PVT LTD
561,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-23,2024-10-23,IMPS-429712120462-RAMZAN HASNANI-CBIN-XX NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) XXXX8422-ORBIT CORPORATION TDS,0000429712120462,Payment,25424.0,0.0,25424.0,143724.35,Recurring Transaction,Yes,RAMZAN HASNANI
562,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-23,2024-10-23,REV-IMPS-429712120462-RAMZAN HASNANI-CBI N-XXXXXX8422-ORBIT CORPORATION TDS,0000429712120462,Receipt,0.0,25424.0,25424.0,169148.35,Recurring Transaction,Yes,RAMZAN HASNANI
563,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-23,2024-10-23,IMPS-429712126059-RAMZAN HASNANI-CBIN-XX XXXX8422-ORBIT CORPORATION TDS,0000429712126059,Payment,25424.0,0.0,25424.0,143724.35,Recurring Transaction,Yes,RAMZAN HASNANI
564,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-23,2024-10-23,REV-IMPS-429712126059-RAMZAN HASNANI-CBI N-XXXXXX8422-ORBIT CORPORATION TDS,0000429712126059,Receipt,0.0,25424.0,25424.0,169148.35,Recurring Transaction,Yes,RAMZAN HASNANI
565,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-23,2024-10-23,UPI-PREM S RAUT-PREMRAUT490-3@OKAXIS-SRC B0000029-466346172445-UPI,0000466346172445,Receipt,0.0,7080.0,7080.0,176228.35,UPI,No,PREM S RAUT
566,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-23,2024-10-24,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : ABDUL KANJI PIRANI :BASSEIN CATHOLIC C O-OPERATIVE BANK LTD,0000000000000007,Receipt,0.0,17700.0,17700.0,193928.35,LIC; Recurring Transaction,Yes,CHQ DEP MICR
567,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-24,2024-10-24,SI HGAFP003160201891603 MSEDCL -24/10/24,000000000000000,Payment,12130.0,0.0,12130.0,181798.35,Recurring Transaction,Yes,SI HGAFP MSEDCL
568,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-24,2024-10-24,SI HGAFP0F1EE0208523214 MSEDCL -24/10/24,000000000000000,Payment,20290.0,0.0,20290.0,161508.35,Other,No,SI HGAFPFEE MSEDCL
569,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-24,2024-10-24,50100360987933-TPT-LOAN REPAY-ZEENAT RAM ZAN HASNANI,0000000155367220,Payment,50000.0,0.0,50000.0,111508.35,EMI; Recurring Transaction,Yes,LOAN REPAY
570,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-24,2024-10-24,IMPS-429814186039-RAMZAN HASNANI-CBIN-XX XXXX8422-ORBIT CORPORATION TDS,0000429814186039,Payment,25424.0,0.0,25424.0,86084.35,Recurring Transaction,Yes,RAMZAN HASNANI
571,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-25,2024-10-25,UPI SETTLEMENT -WW8951- 25/10/24,000000000000000,Receipt,0.0,11800.0,11800.0,97884.35,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
572,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-25,2024-10-25,50200052497641-TPT-DSC-HARIA AGENCY,0000000298562894,Receipt,0.0,3540.0,3540.0,101424.35,Recurring Transaction,Yes,HARIA AGENCY
573,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-25,2024-10-25,50100513640471-TPT-TAX FILING 2021 TO 20 24-RAVI SREEDHARAN CHULLIPARAMBIL,0000000155591243,Receipt,0.0,70800.0,70800.0,172224.35,Other,No,TAX FILING  TO
574,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-28,2024-10-28,50200063386520-TPT-CA-COMFORT ZONE SERVI CES,0000000233956729,Receipt,0.0,10.0,10.0,172234.35,Recurring Transaction,Yes,COMFORT ZONE SERVI CES
575,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-28,2024-10-29,CHQ DEP - MICR 8 CLEARING - MUMBAI CLEAR : SPACE HOMES A G :VASAI VIKAS SAHAKARI BANK LTD,0000000000100563,Receipt,0.0,324000.0,324000.0,496234.35,High Transaction; Recurring Transaction,Yes,MICR  CLEARING
576,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-28,2024-10-30,CHQ DEP - MICR 8 CLEARING - MUMBAI CLEAR,0000000000063993,Receipt,0.0,59000.0,59000.0,555234.35,Recurring Transaction,Yes,MICR  CLEARING
577,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-28,2024-10-30,CHQ DEP - MICR 8 CLEARING - MUMBAI CLEAR : OM HOSPITAL :VASAI VIKAS SAHAKARI BANK NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) LTD,0000000000102668,Receipt,0.0,10620.0,10620.0,565854.35,Recurring Transaction,Yes,MICR  CLEARING
578,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-28,2024-10-30,CHQ DEP - MICR 8 CLEARING - MUMBAI CLEAR : OM HOSPITAL :VASAI VIKAS SAHAKARI BANK LTD,0000000000102669,Receipt,0.0,23600.0,23600.0,589454.35,Recurring Transaction,Yes,MICR  CLEARING
579,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-29,2024-10-29,50200063386520-TPT-CA-COMFORT ZONE SERVI CES,0000000191262876,Receipt,0.0,50000.0,50000.0,639454.35,Recurring Transaction,Yes,COMFORT ZONE SERVI CES
580,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-29,2024-10-29,50200063386520-TPT-CA-COMFORT ZONE SERVI CES,0000000191873451,Receipt,0.0,20800.0,20800.0,660254.35,Recurring Transaction,Yes,COMFORT ZONE SERVI CES
581,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-29,2024-10-29,50200057205901-TPT-PEMENT-A K TRANSPORT,0000000193907268,Receipt,0.0,212400.0,212400.0,872654.35,High Transaction,No,A K TRANSPORT
582,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-10-29,2024-10-29,NEFT CR-BACB0000006-K P ENTERPRISES-R M HASNANI AND ASSOCIATES-N303240002788642,N303240002788642,Receipt,0.0,108000.0,108000.0,980654.35,High Transaction,No,K P ENTERPRISES
